         909
  0.000100000      151.004
   0.00137760      493.261
   0.00225426      368.424
   0.00288336      366.597
   0.00344401      394.609
   0.00426064      489.095
   0.00536730      492.347
   0.00584833      471.216
    0.0508495      56.6563
    0.0519400      54.8614
    0.0530443      53.1399
    0.0541625      51.4876
    0.0552952      49.9012
    0.0565597      48.2248
    0.0577720      46.7044
    0.0589422      45.3123
    0.0601279      43.9722
    0.0613297      42.6819
    0.0626868      41.2994
    0.0639132      40.1135
    0.0651565      38.9697
    0.0664519      37.8362
    0.0678041      36.7103
    0.0690915      35.6906
    0.0703972      34.7053
    0.0718072      33.6912
    0.0731412      32.7775
    0.0745602      31.8516
    0.0759289      30.9990
    0.0773123      30.1767
    0.0787617      29.3540
    0.0801763      28.5871
    0.0816415      27.8287
    0.0830882      27.1122
    0.0845698      26.4112
    0.0860496      25.7405
    0.0875482      25.0915
    0.0890625      24.4626
    0.0905786      23.8602
    0.0921285      23.2695
    0.0936627      22.7094
    0.0952497      22.1537
    0.0968025      21.6321
    0.0984277      21.1085
     0.100500      20.4715
     0.102165      19.9829
     0.103757      19.5344
     0.105463      19.0727
     0.107076      18.6526
     0.108696      18.2466
     0.110459      17.8220
     0.112101      17.4411
     0.113751      17.0724
     0.115500      16.6960
     0.117245      16.3343
     0.118925      15.9985
     0.120613      15.6731
     0.122500      15.3225
     0.124226      15.0132
     0.125946      14.7154
     0.127675      14.4263
     0.129500      14.1315
     0.131413      13.8334
     0.133176      13.5680
     0.134948      13.3100
     0.136729      13.0591
     0.138520      12.8150
     0.140501      12.5537
     0.142445      12.3059
     0.144272      12.0806
     0.146109      11.8611
     0.147955      11.6473
     0.149812      11.4388
     0.151678      11.2357
     0.153554      11.0377
     0.155500      10.8385
     0.157500      10.6400
     0.159500      10.4476
     0.161500      10.2611
     0.163500      10.0802
     0.165479      9.90631
     0.167440      9.73914
     0.169413      9.57571
     0.171395      9.41609
     0.173390      9.26009
     0.175397      9.10744
     0.177414      8.95829
     0.179444      8.81233
     0.181485      8.66955
     0.183500      8.53241
     0.185500      8.39993
     0.187500      8.27084
     0.189500      8.14504
     0.191500      8.02248
     0.193500      7.90295
     0.195500      7.78646
